LOCATION_CITY,SECTOR,CAPACITY_ACTUAL_ROOM,OCCUPIED_ROOMS
Toronto,Mixed Adult,65,60
Scarborough,Youth,46,46
North York,Mixed Adult,263,263
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,130,130
North York,Men,52,52
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,149,149
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,158,158
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,81,81
North York,Mixed Adult,11,11
North York,Mixed Adult,61,61
Scarborough,Women,104,104
Toronto,Families,44,44
Toronto,Families,46,46
Toronto,Families,20,20
Vaughan,Mixed Adult,60,56
Toronto,Families,32,32
Toronto,Mixed Adult,65,61
Scarborough,Youth,46,45
North York,Mixed Adult,263,263
Toronto,Men,47,47
Scarborough,Mixed Adult,326,326
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,130,130
North York,Men,52,52
Toronto,Families,4,4
Toronto,Families,24,24
Toronto,Families,149,149
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,158,158
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,81,81
North York,Mixed Adult,11,11
North York,Mixed Adult,60,60
Scarborough,Women,104,104
Toronto,Families,44,44
Toronto,Families,46,46
Toronto,Families,20,20
Vaughan,Mixed Adult,60,56
Toronto,Families,32,32
Toronto,Mixed Adult,65,61
Scarborough,Youth,46,46
North York,Mixed Adult,262,262
Toronto,Men,47,47
Scarborough,Mixed Adult,326,326
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,130,130
North York,Men,52,52
Toronto,Families,4,4
Toronto,Families,24,24
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,70,70
North York,Families,159,159
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,81,81
North York,Mixed Adult,11,11
North York,Mixed Adult,60,60
Scarborough,Women,104,104
Toronto,Families,44,44
Toronto,Families,45,45
Toronto,Families,20,20
Vaughan,Mixed Adult,60,56
Toronto,Families,32,32
Toronto,Mixed Adult,65,61
Scarborough,Youth,46,46
North York,Mixed Adult,266,266
Toronto,Men,47,47
Scarborough,Mixed Adult,326,326
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,130,130
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,25,25
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,159,159
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,12,10
North York,Mixed Adult,60,60
Scarborough,Women,104,104
Toronto,Families,44,44
Toronto,Families,45,45
Toronto,Families,20,20
Vaughan,Mixed Adult,60,56
Toronto,Families,31,31
Toronto,Mixed Adult,65,61
Scarborough,Youth,46,46
North York,Mixed Adult,266,266
Toronto,Men,47,47
Scarborough,Mixed Adult,326,326
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,25,24
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,69,69
North York,Families,159,159
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,63,63
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,12,10
North York,Mixed Adult,60,60
Scarborough,Women,103,103
Toronto,Families,44,44
Toronto,Families,45,45
Toronto,Families,20,20
Vaughan,Mixed Adult,60,55
Toronto,Families,31,31
Toronto,Mixed Adult,65,61
Scarborough,Youth,46,46
North York,Mixed Adult,266,266
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,50,50
Toronto,Families,4,4
Toronto,Families,25,24
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,70,70
North York,Families,157,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,62,62
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,12,9
North York,Mixed Adult,60,60
Scarborough,Women,104,103
Toronto,Families,43,43
Toronto,Families,45,45
Toronto,Families,20,20
Vaughan,Mixed Adult,60,55
Toronto,Families,31,31
Toronto,Mixed Adult,65,63
Scarborough,Youth,46,46
North York,Mixed Adult,266,266
Toronto,Men,47,47
Scarborough,Mixed Adult,327,326
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,24,24
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,156,156
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,29,29
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,8,7
North York,Mixed Adult,58,58
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,45,45
Toronto,Families,20,20
Vaughan,Mixed Adult,60,55
Toronto,Families,32,32
Toronto,Mixed Adult,65,63
Scarborough,Youth,46,46
North York,Mixed Adult,268,268
Toronto,Men,47,47
Scarborough,Mixed Adult,328,328
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,156,156
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,29,29
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,7,7
North York,Mixed Adult,58,58
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,45,45
Toronto,Families,20,20
Vaughan,Mixed Adult,60,55
Toronto,Families,32,32
Toronto,Mixed Adult,65,62
Scarborough,Youth,46,46
North York,Mixed Adult,267,267
Toronto,Men,47,47
Scarborough,Mixed Adult,328,328
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,149,149
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,156,156
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,29,29
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,7,7
North York,Mixed Adult,58,58
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,45,45
Toronto,Families,20,20
Vaughan,Mixed Adult,60,55
Toronto,Families,32,32
Toronto,Mixed Adult,65,62
Scarborough,Youth,46,46
North York,Mixed Adult,268,268
Toronto,Men,47,47
Scarborough,Mixed Adult,328,328
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,158,157
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,29,29
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,81,81
North York,Mixed Adult,7,7
North York,Mixed Adult,58,58
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,45,45
Toronto,Families,20,20
Vaughan,Mixed Adult,60,55
Toronto,Families,32,32
Toronto,Mixed Adult,65,62
Scarborough,Youth,46,46
North York,Mixed Adult,268,268
Toronto,Men,47,47
Scarborough,Mixed Adult,328,328
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,149,149
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,157,157
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,29,29
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,77,76
North York,Mixed Adult,7,7
North York,Mixed Adult,58,58
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,45,45
Toronto,Families,19,19
Vaughan,Mixed Adult,60,55
Toronto,Families,32,32
Toronto,Mixed Adult,65,62
Scarborough,Youth,46,46
North York,Mixed Adult,268,268
Toronto,Men,47,47
Scarborough,Mixed Adult,328,328
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,156,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,29,29
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,78,76
North York,Mixed Adult,8,7
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,45,45
Toronto,Families,19,19
Vaughan,Mixed Adult,60,55
Toronto,Families,32,32
Toronto,Mixed Adult,65,62
Scarborough,Youth,46,46
North York,Mixed Adult,268,268
Toronto,Men,47,47
Scarborough,Mixed Adult,328,328
Toronto,Mixed Adult,190,190
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,54,54
Scarborough,Men,131,131
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,70,70
North York,Families,156,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,80,79
North York,Mixed Adult,9,8
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,45,45
Toronto,Families,19,19
Vaughan,Mixed Adult,60,55
Toronto,Families,32,32
Toronto,Mixed Adult,65,62
Scarborough,Youth,46,46
North York,Mixed Adult,267,267
Toronto,Men,47,47
Scarborough,Mixed Adult,328,328
Toronto,Mixed Adult,189,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,70,69
North York,Families,156,156
Etobicoke,Mixed Adult,150,150
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,79,79
North York,Mixed Adult,8,8
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,45,45
Toronto,Families,19,19
Vaughan,Mixed Adult,60,55
Toronto,Families,32,32
Toronto,Mixed Adult,65,60
Scarborough,Youth,46,46
North York,Mixed Adult,267,267
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,190,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,50,50
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,70,70
North York,Families,156,156
Etobicoke,Mixed Adult,149,149
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,79,79
North York,Mixed Adult,8,8
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,44,44
Toronto,Families,19,19
Vaughan,Mixed Adult,60,54
Toronto,Families,32,32
Toronto,Mixed Adult,65,60
Scarborough,Youth,46,46
North York,Mixed Adult,267,267
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,190,190
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,61,61
Toronto,Families,74,74
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,50,50
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,70,70
North York,Families,156,156
Etobicoke,Mixed Adult,149,149
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,79,79
North York,Mixed Adult,8,8
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,44,44
Toronto,Families,19,19
Vaughan,Mixed Adult,60,54
Toronto,Families,32,32
Toronto,Mixed Adult,65,60
Scarborough,Youth,46,46
North York,Mixed Adult,267,267
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,190,190
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,60,60
Toronto,Families,75,75
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,50,50
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,149,149
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,155,155
Etobicoke,Mixed Adult,149,149
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,79,79
North York,Mixed Adult,8,8
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,44,44
Toronto,Families,19,19
Vaughan,Mixed Adult,60,54
Toronto,Families,31,31
Toronto,Mixed Adult,64,62
Scarborough,Youth,46,46
North York,Mixed Adult,268,268
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,190,190
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,59,59
Toronto,Families,75,75
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,149,148
Toronto,Mixed Adult,57,57
North York,Families,72,72
North York,Families,156,155
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,83,82
North York,Mixed Adult,8,8
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,42,42
Toronto,Families,44,44
Toronto,Families,19,19
Vaughan,Mixed Adult,60,54
Toronto,Families,31,31
Toronto,Mixed Adult,65,61
Scarborough,Youth,46,46
North York,Mixed Adult,269,269
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,190,190
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,59,59
Toronto,Families,75,75
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,149,149
Toronto,Mixed Adult,57,57
North York,Families,72,72
North York,Families,155,155
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,61
North York,Mixed Adult,13,13
North York,Mixed Adult,82,82
North York,Mixed Adult,8,8
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,41,41
Toronto,Families,42,42
Toronto,Families,20,20
Vaughan,Mixed Adult,60,54
Toronto,Families,31,31
Toronto,Mixed Adult,65,60
Scarborough,Youth,46,46
North York,Mixed Adult,269,269
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,190,190
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,57,57
Toronto,Families,75,75
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,51,51
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,149
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,154,154
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,60
North York,Mixed Adult,13,13
North York,Mixed Adult,83,83
North York,Mixed Adult,8,8
North York,Mixed Adult,59,59
Scarborough,Women,104,104
Toronto,Families,41,41
Toronto,Families,42,42
Toronto,Families,20,20
Vaughan,Mixed Adult,60,55
Toronto,Families,31,31
Toronto,Mixed Adult,65,61
Scarborough,Youth,46,46
North York,Mixed Adult,270,270
Toronto,Men,47,47
Scarborough,Mixed Adult,327,327
Toronto,Mixed Adult,190,190
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,57,57
Toronto,Families,75,75
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,130,130
North York,Men,52,52
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,154,154
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
Toronto,Families,30,30
Toronto,Families,61,60
North York,Mixed Adult,13,13
North York,Mixed Adult,83,83
North York,Mixed Adult,8,8
North York,Mixed Adult,58,58
Scarborough,Women,104,104
Toronto,Families,41,41
Toronto,Families,42,42
Toronto,Families,20,20
Vaughan,Mixed Adult,60,55
Toronto,Families,31,31
Toronto,Mixed Adult,65,60
Scarborough,Youth,46,46
North York,Mixed Adult,270,270
Toronto,Men,47,47
Scarborough,Mixed Adult,328,328
Toronto,Mixed Adult,190,189
Toronto,Men,31,31
Toronto,Women,33,33
Toronto,Families,7,7
Toronto,Mixed Adult,57,57
Toronto,Families,75,75
Toronto,Mixed Adult,50,50
Toronto,Families,79,78
Toronto,Families,27,27
North York,Women,55,55
Scarborough,Men,131,131
North York,Men,52,52
Toronto,Families,4,4
Toronto,Families,26,26
Toronto,Families,150,150
Toronto,Mixed Adult,57,57
North York,Families,71,71
North York,Families,155,155
Etobicoke,Mixed Adult,151,151
Toronto,Men,39,39
